Month,Platform,Product Category,SKU,Title,Vendor,Price,Ad Spend,Impressions,Clicks,CTR,Avg. CPC,Conversions,Revenue,Impression share,Impression share lost to rank,Absolute top impression share
2025-10,Google,Guard Rail,AA-45,Angle Adapter - 45 Degree - AA-45,Handle-It,$55.56,$0.36,120,,0.00%,,,,,,
2025-10,Google,General Casters,TP80JX60,"8"" x 2"" Thermo-Pro Wheel 1/2"" Precision Bearing - 600 lbs. Capacity",Durable Superior Casters,$26.64,$1.48,62,1,1.61%,$1.48,,,,,
2025-10,Google,Auto Rotisseries,AT-BCP-ASSY-BLUE,AutoTwirler Body Cart Plus - Blue,Auto Twirler,"$1,235.01",$2.94,177,2,1.13%,$1.47,,,,,
2025-10,Google,Quicklub,94212,Electric Grease Pump W/ Out Timer - P203 Series 12V,Lincoln Industrial,"$1,041.01",$14.87,335,9,2.69%,$1.65,,,,,
2025-10,Google,Vending Machine Trucks,1878-RED,Vending Machine Truck Tall Brute - Red,Dutro,"$1,037.63",$0.98,80,1,1.25%,$0.98,,,,,
2025-10,Google,Heavy Duty / Container,DV10LT93,"10"" x 3"" Ductile Steel V-Groove Wheel - 7000 Lbs. Capacity - 3/4"" Roller Bearing",Durable Superior Casters,$251.10,$0.29,23,1,4.35%,$0.29,,,,,
2025-10,Google,Quicklub,94822,Electric Grease Pump W/ Low-Level Sensor - P203 Series 24V,Lincoln Industrial,"$2,260.63",$9.91,297,4,1.35%,$2.48,,,,,
2025-10,Google,Dock Equipment,276060,Heavy Duty Dock Seals for 10'H Roll-Up Doors,Wesco,"$1,221.47",$23.17,388,5,1.29%,$4.63,,,,,
2025-10,Google,Hoppers,SDHX100-G,Modern Equipment Self Dumping Hopper Extra Heavy Duty (1 Cubic Yard) - Gray,Meco-Omaha,"$1,605.84",$0.01,844,,0.00%,,,,,,
2025-10,Google,Flat Top Dollies,M998069,"Flush Top Industrial Moving Dolly 16"" x 16"" - 5000 lb. Capacity",Merrick Machine,$472.25,$8.22,247,3,1.21%,$2.74,,,,,
2025-10,Google,Dollies,1354,"Carpeted Piano Dolly - 1,200lb Capacity",Dutro,$167.27,$29.65,"1,477",12,0.81%,$2.47,,,51.01%,48.99%,
2025-10,Google,Quicklub,94424,Electric Grease Pump W/ Timer - P203 Series 24V - Lincoln Industrial,Lincoln Industrial,"$1,695.43",$5.42,260,3,1.15%,$1.81,,,,,
2025-10,Google,Rack Protection,P12-6,"Warehouse Upright Rack Protector - 12"" / 6""",Handle-It,$38.57,$1.20,109,1,0.92%,$1.20,,,,,
2025-10,Google,Guard Rail,GR-6-S2,Heavy Duty Warehouse Double Guard Rail Starter Unit - 6 ft,Handle-It,$654.73,$1.18,88,1,1.14%,$1.18,,,,,
2025-10,Google,Hand Trucks,BEV58B-CL-BLUE,"Narrow Aisle Hand Truck w/ center bar (58"") - Blue",Dutro,$332.50,$0.44,205,1,0.49%,$0.44,,,,,
2025-10,Google,Flat Top Dollies,M998066,Slotted 4K Dolly 16 in x 16 in - 4000 lbs cap.,Merrick Machine,$468.86,$11.64,505,4,0.79%,$2.91,,,,,
2025-10,Google,Carts,SM18-53,"6 Wheel Stocking Cart (55""L)",Dutro,$378.67,$15.29,621,10,1.61%,$1.53,1.00,$518.69,,,
2025-10,Google,Other,6MS243-1,"Versatile Mobile Steel Table - Up to 3000 lbs, Customizable Shelves - 1 / 24 x 36 / 32",Meco-Omaha,$383.78,$1.04,66,1,1.52%,$1.04,,,,,
2025-10,Google,Carts,3004,Drum Truck 4 Wheel - Blue,Dutro,$695.00,$2.70,212,1,0.47%,$2.70,,,,,
